age;job;education;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
29;blue-collar;basic.9y;1.4;94.465;-41.8;4.961;5228.1;no
47;services;basic.4y;1.4;93.918;-42.7;4.961;5228.1;no
34;student;basic.4y;1.1;93.994;-36.4;4.86;5191;no
51;services;high.school;-1.8;92.893;-46.2;1.344;5099.1;no
40;admin.;university.degree;1.4;93.444;-36.1;4.967;5228.1;no
38;admin.;high.school;1.4;94.465;-41.8;4.865;5228.1;no
42;blue-collar;basic.4y;-1.8;92.893;-46.2;1.299;5099.1;no
30;unemployed;university.degree;1.4;93.918;-42.7;4.963;5228.1;no
36;services;high.school;1.1;93.994;-36.4;4.857;5191;no
33;admin.;high.school;1.4;94.465;-41.8;4.962;5228.1;no
47;management;university.degree;-1.8;93.075;-47.1;1.405;5099.1;no
33;admin.;university.degree;-1.1;94.199;-37.5;0.878;4963.6;yes
30;services;basic.9y;1.4;93.918;-42.7;4.963;5228.1;no
54;admin.;high.school;1.1;93.994;-36.4;4.858;5191;no
47;admin.;basic.9y;-0.1;93.2;-42;4.076;5195.8;no
32;technician;university.degree;-0.1;93.2;-42;4.12;5195.8;no
32;blue-collar;basic.9y;-1.8;92.893;-46.2;1.313;5099.1;no
38;self-employed;basic.9y;-1.8;92.893;-46.2;1.281;5099.1;no
38;technician;high.school;1.4;93.444;-36.1;4.964;5228.1;no
38;unknown;unknown;1.4;93.444;-36.1;4.962;5228.1;no
53;blue-collar;high.school;1.4;93.918;-42.7;4.961;5228.1;no
26;unemployed;basic.9y;1.1;93.994;-36.4;4.857;5191;no
27;blue-collar;basic.9y;1.1;93.994;-36.4;4.856;5191;no
38;admin.;university.degree;-2.9;92.963;-40.8;1.099;5076.2;no
41;services;high.school;1.1;93.994;-36.4;4.857;5191;yes
39;self-employed;high.school;-3.4;92.379;-29.8;0.788;5017.5;yes
48;admin.;high.school;1.4;93.918;-42.7;4.96;5228.1;no
32;blue-collar;basic.6y;1.4;94.465;-41.8;4.959;5228.1;no
35;blue-collar;basic.6y;1.1;93.994;-36.4;4.857;5191;no
51;blue-collar;basic.9y;1.4;93.444;-36.1;4.966;5228.1;no
35;admin.;university.degree;-1.8;92.893;-46.2;1.299;5099.1;no
60;blue-collar;basic.4y;-1.8;93.075;-47.1;1.405;5099.1;no
28;admin.;university.degree;1.4;93.918;-42.7;4.963;5228.1;no
52;management;high.school;-2.9;92.201;-31.4;0.883;5076.2;yes
35;blue-collar;basic.9y;1.4;94.465;-41.8;4.864;5228.1;no
27;admin.;university.degree;-1.8;92.893;-46.2;1.266;5099.1;no
34;technician;high.school;1.4;93.918;-42.7;4.963;5228.1;no
36;blue-collar;basic.4y;-0.1;93.2;-42;4.12;5195.8;no
28;blue-collar;basic.9y;1.1;93.994;-36.4;4.86;5191;no
32;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
49;blue-collar;basic.6y;1.4;93.918;-42.7;4.962;5228.1;yes
55;admin.;basic.9y;-0.1;93.2;-42;4.076;5195.8;no
50;technician;high.school;-3;92.713;-33;0.717;5023.5;yes
37;admin.;university.degree;-1.8;92.893;-46.2;1.334;5099.1;no
35;blue-collar;basic.9y;1.4;94.465;-41.8;4.96;5228.1;no
58;unknown;basic.9y;-3;92.713;-33;0.72;5023.5;yes
32;entrepreneur;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
35;retired;basic.9y;1.1;93.994;-36.4;4.857;5191;no
35;technician;professional.course;-1.8;92.893;-46.2;1.244;5099.1;no
26;admin.;high.school;-1.8;92.893;-46.2;1.266;5099.1;no
47;blue-collar;professional.course;-1.8;93.075;-47.1;1.423;5099.1;no
29;blue-collar;basic.9y;-1.8;92.893;-46.2;1.281;5099.1;no
37;entrepreneur;basic.9y;-1.8;92.893;-46.2;1.266;5099.1;no
32;technician;high.school;1.4;93.918;-42.7;4.963;5228.1;no
46;services;high.school;1.4;93.918;-42.7;4.96;5228.1;no
36;services;high.school;1.1;93.994;-36.4;4.859;5191;no
35;admin.;university.degree;-2.9;92.963;-40.8;1.26;5076.2;yes
31;self-employed;university.degree;1.4;93.918;-42.7;4.962;5228.1;no
29;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;yes
46;housemaid;basic.4y;1.4;93.918;-42.7;4.963;5228.1;no
85;housemaid;basic.4y;-3.4;92.431;-26.9;0.739;5017.5;no
29;technician;basic.9y;-1.8;92.893;-46.2;1.266;5099.1;no
31;management;university.degree;-1.8;92.893;-46.2;1.266;5099.1;no
34;blue-collar;basic.4y;1.4;93.918;-42.7;4.958;5228.1;no
29;technician;professional.course;-0.1;93.2;-42;4.021;5195.8;no
46;admin.;university.degree;1.4;93.918;-42.7;4.961;5228.1;no
29;blue-collar;high.school;-1.8;92.893;-46.2;1.25;5099.1;yes
54;blue-collar;basic.4y;1.1;93.994;-36.4;4.86;5191;no
26;management;university.degree;-1.1;94.767;-50.8;1.039;4963.6;no
27;admin.;professional.course;-1.8;92.893;-46.2;1.266;5099.1;no
57;management;basic.4y;-1.8;92.893;-46.2;1.25;5099.1;no
32;technician;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
35;services;high.school;1.1;93.994;-36.4;4.856;5191;no
32;blue-collar;high.school;-0.1;93.2;-42;4.12;5195.8;no
59;retired;basic.9y;1.4;93.918;-42.7;4.962;5228.1;no
29;blue-collar;basic.9y;-1.8;92.893;-46.2;1.327;5099.1;no
37;admin.;high.school;1.1;93.994;-36.4;4.86;5191;no
40;admin.;high.school;1.4;94.465;-41.8;4.961;5228.1;no
55;admin.;professional.course;1.4;93.444;-36.1;4.968;5228.1;no
33;housemaid;university.degree;1.4;93.444;-36.1;4.967;5228.1;no
36;admin.;high.school;-1.8;93.075;-47.1;1.405;5099.1;no
59;admin.;high.school;1.4;94.465;-41.8;4.96;5228.1;no
34;blue-collar;basic.9y;-1.8;92.893;-46.2;1.266;5099.1;no
30;self-employed;professional.course;-1.8;92.893;-46.2;1.291;5099.1;no
29;admin.;high.school;1.4;93.918;-42.7;4.958;5228.1;no
34;blue-collar;basic.9y;-1.8;92.893;-46.2;1.299;5099.1;no
47;blue-collar;basic.4y;1.1;93.994;-36.4;4.856;5191;no
41;entrepreneur;basic.4y;1.4;93.918;-42.7;4.959;5228.1;no
30;admin.;university.degree;-2.9;92.963;-40.8;1.26;5076.2;no
33;admin.;high.school;1.4;93.444;-36.1;4.963;5228.1;no
33;unemployed;unknown;1.4;93.918;-42.7;4.961;5228.1;no
33;services;high.school;-1.8;92.893;-46.2;1.25;5099.1;no
59;retired;basic.4y;1.4;93.444;-36.1;4.964;5228.1;no
29;services;basic.9y;1.1;93.994;-36.4;4.857;5191;no
36;admin.;high.school;1.1;93.994;-36.4;4.856;5191;no
41;admin.;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
55;technician;basic.9y;1.4;94.465;-41.8;4.865;5228.1;no
39;entrepreneur;professional.course;-0.1;93.2;-42;4.076;5195.8;no
48;services;basic.6y;1.4;93.918;-42.7;4.963;5228.1;no
56;admin.;university.degree;1.4;93.918;-42.7;4.957;5228.1;no
63;technician;unknown;-2.9;92.201;-31.4;0.838;5076.2;no
50;self-employed;basic.9y;-1.8;92.893;-46.2;1.266;5099.1;no
42;blue-collar;basic.6y;1.1;93.994;-36.4;4.857;5191;no
43;unemployed;university.degree;1.4;94.465;-41.8;4.865;5228.1;no
32;admin.;university.degree;-0.1;93.2;-42;4.076;5195.8;no
28;blue-collar;basic.9y;-1.8;93.075;-47.1;1.392;5099.1;no
26;blue-collar;professional.course;-1.8;92.893;-46.2;1.266;5099.1;no
24;admin.;high.school;1.4;93.918;-42.7;4.958;5228.1;no
38;blue-collar;unknown;1.4;94.465;-41.8;4.967;5228.1;no
30;services;high.school;-0.1;93.2;-42;4.076;5195.8;no
29;blue-collar;basic.4y;-1.8;92.893;-46.2;1.25;5099.1;no
56;management;university.degree;1.4;93.918;-42.7;4.961;5228.1;no
36;blue-collar;basic.9y;1.4;94.465;-41.8;4.955;5228.1;yes
33;admin.;high.school;1.4;93.918;-42.7;4.961;5228.1;no
47;services;unknown;1.1;93.994;-36.4;4.856;5191;no
50;housemaid;basic.4y;1.1;93.994;-36.4;4.857;5191;no
41;services;basic.9y;1.1;93.994;-36.4;4.856;5191;no
54;entrepreneur;unknown;-1.8;93.075;-47.1;1.41;5099.1;no
32;blue-collar;basic.9y;-1.8;93.075;-47.1;1.479;5099.1;no
38;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
34;management;high.school;-0.1;93.2;-42;4.12;5195.8;no
34;blue-collar;basic.9y;-1.8;92.893;-46.2;1.291;5099.1;no
55;admin.;unknown;-0.1;93.2;-42;4.076;5195.8;no
31;self-employed;university.degree;1.4;93.444;-36.1;4.966;5228.1;no
43;technician;professional.course;1.1;93.994;-36.4;4.857;5191;no
59;unemployed;basic.4y;1.4;93.918;-42.7;4.962;5228.1;yes
53;technician;university.degree;-1.8;93.749;-34.6;0.64;5008.7;yes
56;unemployed;professional.course;-3.4;92.379;-29.8;0.762;5017.5;no
32;entrepreneur;basic.9y;1.4;93.918;-42.7;4.962;5228.1;no
36;blue-collar;basic.9y;1.4;93.918;-42.7;4.958;5228.1;no
42;blue-collar;basic.9y;1.1;93.994;-36.4;4.857;5191;no
29;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
33;services;high.school;-0.1;93.2;-42;4.076;5195.8;no
56;technician;unknown;1.4;94.465;-41.8;4.967;5228.1;no
31;entrepreneur;high.school;1.1;93.994;-36.4;4.857;5191;no
34;management;high.school;-0.1;93.2;-42;4.12;5195.8;no
33;blue-collar;basic.4y;1.4;94.465;-41.8;4.959;5228.1;no
23;housemaid;basic.4y;-1.8;92.893;-46.2;1.266;5099.1;no
26;services;high.school;1.4;93.918;-42.7;4.957;5228.1;no
55;management;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
47;services;basic.4y;1.4;94.465;-41.8;4.959;5228.1;no
36;blue-collar;professional.course;1.4;94.465;-41.8;4.959;5228.1;no
33;blue-collar;basic.6y;1.1;93.994;-36.4;4.855;5191;no
60;retired;basic.4y;1.1;93.994;-36.4;4.857;5191;no
49;entrepreneur;university.degree;1.1;93.994;-36.4;4.864;5191;no
35;admin.;high.school;1.1;93.994;-36.4;4.859;5191;no
47;admin.;high.school;1.4;93.918;-42.7;4.96;5228.1;no
30;blue-collar;basic.9y;1.1;93.994;-36.4;4.857;5191;no
27;blue-collar;basic.9y;1.4;94.465;-41.8;4.866;5228.1;no
36;admin.;high.school;1.4;93.918;-42.7;4.961;5228.1;no
46;services;high.school;-1.8;92.893;-46.2;1.299;5099.1;no
30;entrepreneur;basic.6y;-1.8;92.893;-46.2;1.327;5099.1;no
88;retired;basic.4y;-1.8;92.843;-50;1.663;5099.1;no
45;services;high.school;1.1;93.994;-36.4;4.857;5191;no
30;admin.;university.degree;-1.8;93.075;-47.1;1.483;5099.1;no
43;technician;basic.9y;1.4;94.465;-41.8;4.967;5228.1;no
48;retired;basic.4y;1.4;93.918;-42.7;4.962;5228.1;no
56;unemployed;university.degree;1.1;93.994;-36.4;4.857;5191;no
42;technician;high.school;1.1;93.994;-36.4;4.857;5191;no
30;technician;university.degree;1.4;93.918;-42.7;4.962;5228.1;no
56;housemaid;basic.4y;1.4;94.465;-41.8;4.961;5228.1;no
35;technician;high.school;1.4;93.444;-36.1;4.963;5228.1;no
39;services;high.school;1.1;93.994;-36.4;4.86;5191;no
49;unemployed;high.school;-1.8;92.893;-46.2;1.354;5099.1;no
30;admin.;university.degree;-1.8;92.893;-46.2;1.313;5099.1;no
39;admin.;university.degree;1.4;94.465;-41.8;4.961;5228.1;no
32;technician;university.degree;1.4;93.918;-42.7;4.962;5228.1;no
59;admin.;high.school;1.4;93.918;-42.7;4.962;5228.1;yes
38;technician;high.school;1.4;93.444;-36.1;4.966;5228.1;no
49;technician;professional.course;1.4;93.918;-42.7;4.957;5228.1;no
28;admin.;high.school;1.4;93.918;-42.7;4.961;5228.1;no
39;technician;high.school;-1.8;92.893;-46.2;1.291;5099.1;no
37;blue-collar;basic.6y;-3.4;92.431;-26.9;0.73;5017.5;no
51;services;basic.9y;1.4;94.465;-41.8;4.959;5228.1;no
31;blue-collar;basic.4y;1.1;93.994;-36.4;4.859;5191;no
59;technician;basic.9y;1.4;93.918;-42.7;4.963;5228.1;no
46;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
36;blue-collar;basic.9y;1.1;93.994;-36.4;4.856;5191;no
28;management;university.degree;1.4;94.465;-41.8;4.958;5228.1;yes
31;admin.;university.degree;1.1;93.994;-36.4;4.86;5191;no
26;services;high.school;1.1;93.994;-36.4;4.856;5191;no
36;blue-collar;basic.9y;1.4;93.918;-42.7;4.96;5228.1;no
50;entrepreneur;university.degree;-0.1;93.2;-42;4.076;5195.8;no
41;unemployed;basic.9y;-1.8;93.075;-47.1;1.466;5099.1;no
50;self-employed;professional.course;1.4;93.918;-42.7;4.968;5228.1;no
32;blue-collar;high.school;-1.8;92.893;-46.2;1.281;5099.1;no
56;self-employed;university.degree;-1.8;93.075;-47.1;1.405;5099.1;no
42;admin.;high.school;-1.8;92.893;-46.2;1.344;5099.1;no
38;technician;professional.course;1.1;93.994;-36.4;4.857;5191;no
36;admin.;university.degree;-1.8;92.893;-46.2;1.244;5099.1;no
45;blue-collar;basic.6y;1.4;94.465;-41.8;4.865;5228.1;no
52;retired;basic.4y;1.4;93.918;-42.7;4.962;5228.1;no
55;technician;university.degree;1.4;94.465;-41.8;4.961;5228.1;no
38;self-employed;university.degree;1.1;93.994;-36.4;4.855;5191;no
71;retired;basic.4y;-3.4;92.431;-26.9;0.728;5017.5;no
22;services;basic.4y;1.1;93.994;-36.4;4.858;5191;no
30;admin.;university.degree;-0.1;93.2;-42;4.021;5195.8;yes
78;retired;high.school;-1.8;92.893;-46.2;1.264;5099.1;no
30;admin.;university.degree;-0.1;93.2;-42;4.12;5195.8;no
51;blue-collar;basic.6y;-1.8;93.075;-47.1;1.372;5099.1;no
35;management;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
26;student;unknown;-3.4;92.649;-30.1;0.716;5017.5;no
34;services;high.school;1.4;94.465;-41.8;4.959;5228.1;no
49;management;university.degree;1.4;93.444;-36.1;4.968;5228.1;no
50;blue-collar;basic.4y;1.4;93.918;-42.7;4.962;5228.1;no
51;entrepreneur;university.degree;1.1;93.994;-36.4;4.856;5191;no
57;retired;university.degree;-2.9;92.201;-31.4;0.834;5076.2;no
33;admin.;university.degree;-0.1;93.2;-42;4.191;5195.8;no
35;admin.;university.degree;1.1;93.994;-36.4;4.856;5191;no
37;admin.;high.school;-1.7;94.215;-40.3;0.782;4991.6;yes
39;admin.;university.degree;-0.1;93.2;-42;4.12;5195.8;no
39;services;high.school;1.1;93.994;-36.4;4.856;5191;no
20;student;high.school;-3.4;92.649;-30.1;0.715;5017.5;no
55;blue-collar;professional.course;1.1;93.994;-36.4;4.857;5191;no
27;student;professional.course;-0.1;93.2;-42;4.245;5195.8;no
33;admin.;high.school;1.4;93.918;-42.7;4.957;5228.1;no
24;blue-collar;basic.9y;1.1;93.994;-36.4;4.855;5191;no
39;management;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
55;blue-collar;basic.9y;1.4;93.444;-36.1;4.963;5228.1;no
35;unknown;basic.9y;1.1;93.994;-36.4;4.855;5191;no
55;retired;basic.4y;-1.8;92.893;-46.2;1.281;5099.1;yes
42;self-employed;high.school;1.1;93.994;-36.4;4.856;5191;no
50;self-employed;university.degree;-0.1;93.2;-42;4.076;5195.8;no
39;management;university.degree;-1.8;92.893;-46.2;1.313;5099.1;no
40;services;high.school;-1.8;92.893;-46.2;1.334;5099.1;no
51;services;high.school;1.4;94.465;-41.8;4.961;5228.1;no
59;retired;university.degree;1.1;93.994;-36.4;4.857;5191;no
54;technician;high.school;-1.8;93.075;-47.1;1.405;5099.1;no
42;management;university.degree;1.4;93.444;-36.1;4.968;5228.1;no
33;technician;professional.course;1.4;93.444;-36.1;4.97;5228.1;no
26;admin.;basic.4y;1.4;94.465;-41.8;4.961;5228.1;no
27;management;university.degree;-1.8;93.075;-47.1;1.392;5099.1;no
30;technician;high.school;1.4;93.444;-36.1;4.963;5228.1;no
42;self-employed;high.school;-0.1;93.2;-42;4.076;5195.8;no
53;unemployed;university.degree;-0.1;93.2;-42;4.191;5195.8;no
36;management;university.degree;-1.1;94.199;-37.5;0.876;4963.6;yes
29;management;university.degree;1.4;93.444;-36.1;4.963;5228.1;no
45;services;professional.course;1.4;93.444;-36.1;4.963;5228.1;no
35;services;basic.9y;1.4;93.918;-42.7;4.962;5228.1;no
33;blue-collar;high.school;-1.8;92.843;-50;1.51;5099.1;no
38;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
29;blue-collar;basic.6y;1.1;93.994;-36.4;4.859;5191;no
32;admin.;high.school;-1.8;93.075;-47.1;1.405;5099.1;no
34;technician;professional.course;-1.8;92.893;-46.2;1.327;5099.1;no
36;blue-collar;high.school;-0.2;92.756;-45.9;3.329;5176.3;no
51;management;university.degree;1.4;94.465;-41.8;4.962;5228.1;no
34;blue-collar;basic.4y;1.1;93.994;-36.4;4.86;5191;no
50;technician;university.degree;-3.4;92.379;-29.8;0.749;5017.5;no
54;blue-collar;basic.4y;1.4;93.444;-36.1;4.963;5228.1;no
53;management;university.degree;1.4;93.444;-36.1;4.962;5228.1;no
52;blue-collar;high.school;-1.8;92.893;-46.2;1.344;5099.1;no
71;retired;high.school;-1.1;94.199;-37.5;0.879;4963.6;yes
52;retired;university.degree;-0.1;93.2;-42;4.191;5195.8;no
53;technician;professional.course;1.1;93.994;-36.4;4.856;5191;no
36;admin.;university.degree;-0.1;93.2;-42;4.076;5195.8;no
43;admin.;high.school;1.1;93.994;-36.4;4.855;5191;no
31;technician;professional.course;1.4;93.444;-36.1;4.965;5228.1;no
58;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;yes
46;technician;university.degree;1.4;93.918;-42.7;4.968;5228.1;no
38;blue-collar;basic.6y;1.4;93.918;-42.7;4.963;5228.1;no
34;admin.;university.degree;-1.8;92.893;-46.2;1.281;5099.1;no
37;services;high.school;-1.8;92.893;-46.2;1.299;5099.1;no
40;self-employed;university.degree;-2.9;92.963;-40.8;1.244;5076.2;no
42;blue-collar;high.school;1.4;94.465;-41.8;4.961;5228.1;no
40;technician;high.school;1.4;93.444;-36.1;4.964;5228.1;no
27;unemployed;high.school;1.4;94.465;-41.8;4.959;5228.1;no
57;unknown;unknown;1.1;93.994;-36.4;4.857;5191;no
45;services;high.school;-1.8;93.075;-47.1;1.405;5099.1;no
46;admin.;university.degree;-0.1;93.2;-42;4.12;5195.8;no
47;admin.;university.degree;-1.7;94.215;-40.3;0.896;4991.6;no
56;retired;basic.4y;1.4;93.444;-36.1;4.964;5228.1;no
32;entrepreneur;high.school;1.1;93.994;-36.4;4.857;5191;no
54;services;unknown;1.1;93.994;-36.4;4.856;5191;no
58;services;high.school;1.4;93.444;-36.1;4.964;5228.1;no
30;admin.;university.degree;1.4;93.444;-36.1;4.964;5228.1;no
39;blue-collar;basic.6y;1.4;93.918;-42.7;4.963;5228.1;no
41;services;high.school;-0.1;93.2;-42;4.076;5195.8;no
32;admin.;university.degree;1.4;93.444;-36.1;4.964;5228.1;no
32;services;high.school;1.1;93.994;-36.4;4.857;5191;no
29;management;university.degree;1.1;93.994;-36.4;4.857;5191;no
43;management;high.school;-0.1;93.2;-42;4.191;5195.8;no
41;services;basic.9y;1.1;93.994;-36.4;4.857;5191;no
30;admin.;university.degree;1.1;93.994;-36.4;4.859;5191;no
28;services;high.school;1.4;93.918;-42.7;4.968;5228.1;no
35;admin.;high.school;-0.1;93.2;-42;4.153;5195.8;no
44;blue-collar;basic.6y;-1.1;94.199;-37.5;0.884;4963.6;no
25;blue-collar;high.school;1.4;93.918;-42.7;4.961;5228.1;no
47;blue-collar;basic.9y;1.4;93.444;-36.1;4.963;5228.1;no
32;unemployed;professional.course;-0.1;93.2;-42;4.343;5195.8;yes
26;student;high.school;-1.7;94.215;-40.3;0.893;4991.6;no
35;admin.;university.degree;1.4;93.918;-42.7;4.96;5228.1;no
34;blue-collar;basic.9y;1.4;94.465;-41.8;4.96;5228.1;no
57;management;university.degree;1.1;93.994;-36.4;4.856;5191;no
38;blue-collar;basic.6y;-1.8;92.893;-46.2;1.334;5099.1;no
33;admin.;high.school;-3.4;92.431;-26.9;0.731;5017.5;no
32;admin.;high.school;-0.1;93.2;-42;4.021;5195.8;no
47;blue-collar;basic.4y;1.4;93.918;-42.7;4.958;5228.1;no
34;blue-collar;basic.6y;-1.8;92.893;-46.2;1.299;5099.1;no
36;admin.;high.school;-1.8;93.075;-47.1;1.405;5099.1;no
28;technician;professional.course;-1.8;92.893;-46.2;1.299;5099.1;no
72;retired;university.degree;-2.9;92.201;-31.4;0.884;5076.2;no
27;services;basic.9y;1.4;93.918;-42.7;4.961;5228.1;no
43;admin.;high.school;-1.8;92.893;-46.2;1.327;5099.1;no
39;entrepreneur;university.degree;-1.8;92.893;-46.2;1.25;5099.1;no
27;admin.;university.degree;-1.8;93.369;-34.8;0.635;5008.7;yes
35;admin.;university.degree;-1.8;92.893;-46.2;1.344;5099.1;no
34;technician;professional.course;-2.9;92.201;-31.4;0.861;5076.2;no
36;services;high.school;1.4;94.465;-41.8;4.962;5228.1;no
39;technician;high.school;-0.1;93.2;-42;4.021;5195.8;yes
35;management;high.school;1.4;94.465;-41.8;4.959;5228.1;no
56;retired;basic.4y;-0.1;93.2;-42;4.153;5195.8;no
31;admin.;university.degree;1.4;93.918;-42.7;4.963;5228.1;yes
31;services;high.school;-1.8;92.893;-46.2;1.344;5099.1;no
45;admin.;university.degree;-0.1;93.2;-42;4.021;5195.8;no
20;student;unknown;-1.8;93.075;-47.1;1.405;5099.1;no
42;blue-collar;basic.9y;1.4;93.918;-42.7;4.96;5228.1;no
39;admin.;university.degree;-1.8;92.893;-46.2;1.25;5099.1;no
45;blue-collar;basic.4y;1.4;94.465;-41.8;4.961;5228.1;no
50;services;high.school;1.4;93.444;-36.1;4.965;5228.1;no
29;admin.;university.degree;1.4;94.465;-41.8;4.961;5228.1;no
38;unknown;unknown;1.1;93.994;-36.4;4.857;5191;no
34;entrepreneur;basic.4y;1.1;93.994;-36.4;4.856;5191;no
36;admin.;university.degree;1.4;93.918;-42.7;4.96;5228.1;no
35;admin.;university.degree;1.1;93.994;-36.4;4.858;5191;no
41;technician;professional.course;1.1;93.994;-36.4;4.857;5191;no
42;admin.;university.degree;1.1;93.994;-36.4;4.864;5191;no
39;technician;professional.course;-2.9;92.201;-31.4;0.884;5076.2;no
34;blue-collar;basic.6y;1.4;93.918;-42.7;4.962;5228.1;no
52;admin.;high.school;1.1;93.994;-36.4;4.857;5191;no
47;admin.;university.degree;1.4;94.465;-41.8;4.967;5228.1;yes
59;management;university.degree;-3;92.713;-33;0.7;5023.5;no
37;services;high.school;-1.8;93.075;-47.1;1.405;5099.1;no
33;management;university.degree;-1.8;92.893;-46.2;1.334;5099.1;no
35;blue-collar;basic.9y;1.4;94.465;-41.8;4.959;5228.1;no
33;admin.;high.school;1.1;93.994;-36.4;4.857;5191;no
40;technician;university.degree;-0.1;93.2;-42;4.021;5195.8;no
39;admin.;university.degree;1.1;93.994;-36.4;4.857;5191;no
32;technician;university.degree;-3.4;92.649;-30.1;0.714;5017.5;no
29;technician;high.school;1.4;93.444;-36.1;4.965;5228.1;no
32;admin.;high.school;-1.8;93.075;-47.1;1.365;5099.1;yes
35;admin.;university.degree;1.1;93.994;-36.4;4.859;5191;no
36;admin.;university.degree;1.4;93.918;-42.7;4.962;5228.1;yes
38;blue-collar;basic.4y;-1.8;93.075;-47.1;1.453;5099.1;no
32;admin.;university.degree;1.4;93.444;-36.1;4.965;5228.1;no
32;admin.;university.degree;1.4;93.444;-36.1;4.97;5228.1;no
34;self-employed;high.school;-0.1;93.2;-42;4.153;5195.8;no
42;admin.;university.degree;1.1;93.994;-36.4;4.858;5191;yes
28;technician;basic.9y;-1.8;92.893;-46.2;1.291;5099.1;no
53;technician;professional.course;1.1;93.994;-36.4;4.857;5191;no
27;services;basic.9y;1.1;93.994;-36.4;4.857;5191;no
43;entrepreneur;professional.course;-1.8;92.893;-46.2;1.259;5099.1;no
51;unemployed;professional.course;1.4;93.918;-42.7;4.963;5228.1;yes
35;blue-collar;basic.6y;1.4;94.465;-41.8;4.959;5228.1;no
42;admin.;university.degree;1.4;93.444;-36.1;4.963;5228.1;no
36;technician;professional.course;1.1;93.994;-36.4;4.858;5191;no
35;blue-collar;basic.9y;1.4;94.465;-41.8;4.961;5228.1;no
38;services;basic.9y;1.4;94.465;-41.8;4.967;5228.1;no
45;blue-collar;basic.6y;1.4;94.465;-41.8;4.866;5228.1;no
24;blue-collar;basic.9y;1.4;93.918;-42.7;4.963;5228.1;no
30;technician;university.degree;1.4;93.918;-42.7;4.962;5228.1;no
31;entrepreneur;basic.4y;-0.1;93.2;-42;4.153;5195.8;no
30;management;university.degree;1.4;93.918;-42.7;4.963;5228.1;no
68;retired;university.degree;-1.7;94.215;-40.3;0.889;4991.6;yes
50;blue-collar;basic.6y;1.4;93.444;-36.1;4.966;5228.1;no
32;unemployed;university.degree;1.4;93.444;-36.1;4.962;5228.1;no
55;services;high.school;1.4;93.918;-42.7;4.963;5228.1;no
31;admin.;high.school;1.4;94.465;-41.8;4.864;5228.1;no
55;services;basic.4y;1.4;93.444;-36.1;4.964;5228.1;no
37;admin.;high.school;1.4;93.918;-42.7;4.968;5228.1;no
41;blue-collar;basic.4y;1.4;93.918;-42.7;4.96;5228.1;no
34;self-employed;university.degree;-1.8;92.893;-46.2;1.299;5099.1;no
33;blue-collar;basic.9y;-1.8;92.893;-46.2;1.313;5099.1;yes
42;services;high.school;-1.8;92.893;-46.2;1.354;5099.1;no
56;admin.;university.degree;1.4;93.918;-42.7;4.957;5228.1;no
46;entrepreneur;basic.9y;1.4;94.465;-41.8;4.865;5228.1;no
42;admin.;high.school;1.4;93.918;-42.7;4.962;5228.1;no
33;admin.;university.degree;-0.1;93.2;-42;4.076;5195.8;no
53;technician;professional.course;1.1;93.994;-36.4;4.864;5191;no
43;self-employed;basic.4y;-0.1;93.2;-42;4.12;5195.8;no
52;services;basic.6y;1.4;93.918;-42.7;4.96;5228.1;no
40;technician;unknown;1.4;93.918;-42.7;4.963;5228.1;no
49;housemaid;university.degree;-3;92.713;-33;0.717;5023.5;no
41;admin.;university.degree;1.4;93.444;-36.1;4.963;5228.1;no
26;blue-collar;basic.4y;1.4;93.918;-42.7;4.962;5228.1;no
39;blue-collar;basic.9y;1.1;93.994;-36.4;4.856;5191;no
33;blue-collar;basic.9y;1.4;94.465;-41.8;4.864;5228.1;no
36;admin.;basic.6y;-1.8;92.893;-46.2;1.334;5099.1;no
33;blue-collar;basic.9y;1.4;94.465;-41.8;4.961;5228.1;no
36;services;high.school;1.4;94.465;-41.8;4.961;5228.1;no
61;self-employed;university.degree;-1.8;93.369;-34.8;0.649;5008.7;no
40;admin.;basic.9y;1.1;93.994;-36.4;4.856;5191;no
31;technician;professional.course;1.4;93.918;-42.7;4.959;5228.1;no
41;blue-collar;basic.4y;1.4;94.465;-41.8;4.865;5228.1;no
39;services;high.school;-1.8;92.893;-46.2;1.266;5099.1;no
39;admin.;high.school;1.4;93.918;-42.7;4.961;5228.1;no
38;management;university.degree;-2.9;92.201;-31.4;0.873;5076.2;no
47;management;high.school;-1.8;93.075;-47.1;1.405;5099.1;no
24;admin.;high.school;1.4;93.918;-42.7;4.96;5228.1;no
45;blue-collar;high.school;1.4;93.918;-42.7;4.963;5228.1;no
